Gender,Age,Annual Income,Income Type,Employment Duration,Education Level,Marital Status,Occupation,Number of Children,Housing Type,Credit History,Loan Amount,Existing Loan Balance,Number of Credit Inquiries,Monthly Income,Employment Status,Approved
Male,67.6,62167.27,Working,0.0,Secondary / secondary special,Single / not married,Secretaries,0,House / apartment,Good,58814.28,47444.86,1,5180.61,Retired,1
Female,25.4,48961.92,Working,1.5,Lower secondary,Single / not married,Medicine staff,0,With parents,Good,109446.5,18221.25,0,4080.16,Employed,1
Male,63.1,36510.83,Working,38.4,Secondary / secondary special,Married,Secretaries,1,House / apartment,Good,38268.32,0.0,0,3042.57,Employed,1
Female,25.1,28393.58,Working,4.4,Lower secondary,Married,Accountants,1,House / apartment,Good,51743.9,0.0,0,2366.13,Employed,0
Female,63.3,74412.24,Working,10.5,Incomplete higher,Married,Secretaries,0,House / apartment,Good,175237.49,28451.78,0,6201.02,Employed,1
Male,33.7,77411.13,Working,1.1,Secondary / secondary special,Married,Medicine staff,0,House / apartment,Good,128716.58,124150.86,2,6450.93,Employed,1
Female,68.0,22632.34,Working,0.0,Secondary / secondary special,Married,Cooking staff,0,House / apartment,Bad,24722.97,16634.16,0,1886.03,Retired,0
Male,71.8,108544.93,Commercial associate,0.0,Academic degree,Married,Realty agents,4,House / apartment,Good,158666.45,108445.2,0,9045.41,Retired,1
Male,26.5,65318.83,Working,0.2,Secondary / secondary special,Married,Managers,0,House / apartment,Good,91725.17,0.0,1,5443.24,Employed,1
Female,44.4,98695.77,Commercial associate,6.5,Secondary / secondary special,Single / not married,Secretaries,3,Municipal apartment,Good,148395.8,94352.27,3,8224.65,Employed,1
Female,73.9,25057.69,Working,0.0,Secondary / secondary special,Married,Cleaning staff,0,House / apartment,Bad,11335.3,0.0,1,2088.14,Retired,0
Female,45.6,24762.56,Pensioner,0.0,Secondary / secondary special,Single / not married,Sales staff,0,House / apartment,Good,43988.79,52746.75,0,2063.55,Retired,0
Male,67.2,45502.17,Working,0.0,Higher education,Married,Secretaries,0,House / apartment,Good,20389.7,9112.02,0,3791.85,Retired,1
Male,51.6,63031.65,Working,29.6,Higher education,Married,Sales staff,1,House / apartment,Good,8514.35,9518.39,1,5252.64,Employed,1
Female,39.4,120352.52,Working,8.9,Secondary / secondary special,Widow,Secretaries,0,Rented apartment,Good,192500.52,109115.14,3,10029.38,Employed,1
Female,34.3,69775.59,Commercial associate,11.7,Secondary / secondary special,Separated,High skill tech staff,0,House / apartment,Bad,26556.07,22640.57,0,5814.63,Employed,0
Female,29.6,43419.3,Pensioner,0.0,Higher education,Married,Laborers,2,House / apartment,Good,84623.69,12125.21,0,3618.28,Retired,1
Male,61.4,29343.18,Working,36.7,Incomplete higher,Married,Waiters/barmen staff,4,With parents,Good,63918.78,33311.61,2,2445.26,Employed,1
Female,40.0,90671.67,Working,9.0,Secondary / secondary special,Married,HR staff,0,House / apartment,Good,214653.25,0.0,1,7555.97,Employed,1
Male,47.1,30261.98,Pensioner,0.0,Higher education,Married,Laborers,0,House / apartment,Good,51286.32,0.0,1,2521.83,Retired,1
Male,46.1,110661.83,Commercial associate,5.4,Secondary / secondary special,Civil marriage,IT staff,1,House / apartment,Good,139083.75,0.0,0,9221.82,Employed,1
Female,50.9,42523.31,Working,17.0,Secondary / secondary special,Separated,Medicine staff,1,House / apartment,Good,40204.71,29644.49,0,3543.61,Employed,1
Male,67.3,108585.27,Working,0.0,Lower secondary,Married,Realty agents,0,House / apartment,Good,138795.89,0.0,0,9048.77,Retired,1
Female,73.9,68834.86,Working,0.0,Higher education,Married,HR staff,3,House / apartment,Bad,38330.37,18838.81,0,5736.24,Retired,0
Male,41.2,45775.41,Commercial associate,21.1,Higher education,Married,High skill tech staff,0,House / apartment,Good,42855.59,0.0,5,3814.62,Employed,1
Male,65.2,37808.98,Working,0.0,Incomplete higher,Married,Cooking staff,1,House / apartment,Good,68927.02,0.0,0,3150.75,Retired,1
Female,61.6,41338.36,Student,32.2,Incomplete higher,Civil marriage,Cooking staff,0,With parents,Good,25704.82,6219.12,1,3444.86,Employed,1
Female,50.7,60727.89,Working,2.2,Secondary / secondary special,Civil marriage,Drivers,1,House / apartment,Bad,44559.77,0.0,1,5060.66,Employed,0
Female,72.5,50948.89,Working,0.0,Secondary / secondary special,Married,Private service staff,0,House / apartment,Good,96720.75,60162.8,0,4245.74,Retired,1
Female,29.4,36428.05,Working,7.9,Higher education,Married,IT staff,1,House / apartment,Good,19190.52,17792.64,3,3035.67,Employed,1
Female,24.2,45124.67,Pensioner,0.0,Secondary / secondary special,Married,Waiters/barmen staff,3,House / apartment,Good,31141.9,2130.76,1,3760.39,Retired,1
Female,66.7,50985.09,Pensioner,0.0,Higher education,Married,Waiters/barmen staff,0,House / apartment,Good,7245.7,0.0,7,4248.76,Retired,1
Female,43.0,16909.54,Working,14.3,Higher education,Single / not married,Sales staff,0,With parents,Good,30912.72,23920.81,0,1409.13,Employed,1
Male,66.3,61641.1,Commercial associate,0.0,Secondary / secondary special,Married,Private service staff,0,House / apartment,Good,97575.92,11297.19,0,5136.76,Retired,1
Female,68.9,30035.62,Working,0.0,Higher education,Married,Realty agents,2,Office apartment,Good,53058.68,0.0,0,2502.97,Retired,1
Male,21.6,27538.32,Working,3.2,Secondary / secondary special,Married,Private service staff,3,House / apartment,Good,16919.18,0.0,0,2294.86,Employed,1
Female,68.4,21085.22,Working,0.0,Incomplete higher,Single / not married,Core staff,1,House / apartment,Good,36892.89,4877.66,0,1757.1,Retired,1
Female,43.6,19991.33,Working,3.1,Higher education,Married,Core staff,0,House / apartment,Good,30612.79,20628.22,3,1665.94,Employed,1
Male,47.1,24891.37,Working,15.5,Lower secondary,Civil marriage,IT staff,3,House / apartment,Good,24361.06,0.0,0,2074.28,Employed,1
Female,53.7,34388.91,Pensioner,0.0,Academic degree,Civil marriage,Cooking staff,0,House / apartment,Good,39574.14,0.0,3,2865.74,Retired,1
Female,70.8,130174.3,Working,0.0,Secondary / secondary special,Separated,Realty agents,0,House / apartment,Good,190446.19,12187.75,1,10847.86,Retired,1
Male,19.1,37686.61,State servant,1.0,Higher education,Married,Laborers,0,House / apartment,Good,48385.89,0.0,1,3140.55,Employed,1
Female,45.2,53576.99,Working,11.1,Secondary / secondary special,Married,Managers,0,House / apartment,Good,87887.02,0.0,0,4464.75,Employed,1
Female,57.2,59888.55,Commercial associate,18.9,Secondary / secondary special,Married,Managers,2,House / apartment,Good,32001.51,27451.04,0,4990.71,Employed,1
Male,59.2,52340.86,Working,2.8,Secondary / secondary special,Married,Core staff,1,House / apartment,Good,73157.02,0.0,3,4361.74,Employed,1
Female,57.5,47158.91,Working,11.0,Secondary / secondary special,Married,Private service staff,0,House / apartment,Good,55679.15,57130.86,0,3929.91,Employed,1
Male,25.7,26966.57,Working,2.5,Lower secondary,Married,Cooking staff,0,House / apartment,Good,32533.79,1707.08,2,2247.21,Employed,1
Female,35.1,101261.72,Working,16.1,Higher education,Married,Low-skill Laborers,0,House / apartment,Good,124199.22,98375.62,1,8438.48,Employed,1
Female,38.4,121006.35,Commercial associate,5.8,Secondary / secondary special,Civil marriage,Secretaries,1,House / apartment,Good,268093.53,306208.41,3,10083.86,Employed,0
Female,63.9,21134.68,Working,18.4,Higher education,Married,Sales staff,0,House / apartment,Good,43636.9,32252.79,2,1761.22,Employed,1
Male,33.9,29377.54,Commercial associate,10.7,Secondary / secondary special,Married,Low-skill Laborers,0,House / apartment,Bad,47326.27,47196.39,0,2448.13,Employed,0
Female,30.0,42620.68,Working,1.9,Incomplete higher,Single / not married,Medicine staff,1,House / apartment,Good,77551.25,24311.51,1,3551.72,Employed,1
Female,72.6,30264.51,Working,0.0,Secondary / secondary special,Single / not married,Accountants,2,House / apartment,Bad,6135.41,0.0,0,2522.04,Retired,0
Male,18.5,63131.98,Working,0.2,Higher education,Civil marriage,Medicine staff,2,House / apartment,Good,119040.41,103257.44,1,5261.0,Employed,1
Female,74.9,34059.49,State servant,0.0,Secondary / secondary special,Single / not married,Realty agents,3,House / apartment,Good,43146.4,44621.05,0,2838.29,Retired,1
Male,56.6,144715.94,Commercial associate,28.5,Secondary / secondary special,Separated,Security staff,1,House / apartment,Good,124831.12,0.0,0,12059.66,Employed,1
Female,65.2,88900.61,Working,0.0,Secondary / secondary special,Married,High skill tech staff,0,Municipal apartment,Good,38713.08,13430.4,0,7408.38,Retired,1
Male,34.8,54518.04,Working,14.6,Secondary / secondary special,Married,Managers,2,House / apartment,Good,15292.37,12218.09,4,4543.17,Employed,1
Male,18.8,81919.57,Working,0.5,Secondary / secondary special,Married,Secretaries,0,House / apartment,Bad,17016.79,0.0,1,6826.63,Employed,0
Male,60.1,85216.49,State servant,26.8,Lower secondary,Married,Drivers,1,House / apartment,Good,41612.13,0.0,3,7101.37,Employed,1
Female,65.5,36976.07,Commercial associate,0.0,Incomplete higher,Married,Drivers,0,House / apartment,Good,6372.64,0.0,0,3081.34,Retired,1
Male,60.2,32594.26,Working,5.1,Secondary / secondary special,Married,Accountants,2,House / apartment,Good,60571.26,0.0,1,2716.19,Employed,1
Female,26.1,50974.03,Working,7.7,Secondary / secondary special,Married,Security staff,0,Rented apartment,Bad,35512.27,2124.32,0,4247.84,Employed,0
Male,60.9,75419.27,Working,5.3,Secondary / secondary special,Married,Accountants,0,Municipal apartment,Bad,74286.25,0.0,0,6284.94,Employed,0
Male,61.8,52550.52,State servant,31.0,Secondary / secondary special,Married,Security staff,1,House / apartment,Good,109017.04,0.0,3,4379.21,Employed,0
Female,55.5,22281.27,Working,9.9,Higher education,Civil marriage,Cooking staff,0,House / apartment,Good,8359.44,3339.84,6,1856.77,Employed,1
Female,61.7,32813.25,Commercial associate,37.3,Secondary / secondary special,Married,Managers,3,House / apartment,Bad,69085.87,0.0,0,2734.44,Employed,0
Male,66.2,47240.82,Working,0.0,Secondary / secondary special,Single / not married,High skill tech staff,0,House / apartment,Good,77233.86,29571.59,4,3936.73,Retired,1
Female,53.0,47200.85,Commercial associate,25.2,Higher education,Married,Waiters/barmen staff,1,House / apartment,Good,43465.89,38544.33,1,3933.4,Employed,1
Female,23.1,131435.44,Commercial associate,3.8,Secondary / secondary special,Separated,Security staff,2,House / apartment,Good,50305.25,0.0,4,10952.95,Employed,1
Female,45.8,24514.16,Commercial associate,6.1,Secondary / secondary special,Civil marriage,Laborers,1,House / apartment,Good,7834.29,5278.01,1,2042.85,Employed,1
Male,22.4,63120.11,Commercial associate,2.0,Secondary / secondary special,Single / not married,IT staff,0,House / apartment,Good,57138.49,18153.05,5,5260.01,Employed,0
Male,41.2,103213.67,Pensioner,0.0,Secondary / secondary special,Single / not married,Low-skill Laborers,0,House / apartment,Bad,45085.87,30987.49,3,8601.14,Retired,0
Female,41.2,152622.81,Working,14.3,Incomplete higher,Married,Accountants,0,House / apartment,Good,113323.16,0.0,0,12718.57,Employed,1
Male,21.8,40046.69,Working,2.9,Higher education,Widow,Security staff,2,House / apartment,Good,9094.36,0.0,0,3337.22,Employed,1
Female,37.9,62674.8,Working,2.1,Secondary / secondary special,Civil marriage,Cleaning staff,1,House / apartment,Good,95768.36,89598.02,0,5222.9,Employed,0
Female,24.3,65178.19,State servant,6.1,Secondary / secondary special,Civil marriage,Sales staff,3,House / apartment,Good,29243.02,23283.25,1,5431.52,Employed,1
Female,64.1,54054.11,Working,35.6,Secondary / secondary special,Single / not married,Private service staff,0,House / apartment,Good,103576.19,31163.84,2,4504.51,Employed,1
Female,72.0,46656.96,Commercial associate,0.0,Secondary / secondary special,Married,Sales staff,0,Municipal apartment,Good,29096.21,34295.35,2,3888.08,Retired,1
Female,22.1,60960.88,Commercial associate,1.1,Higher education,Civil marriage,Secretaries,0,Municipal apartment,Good,122844.95,23901.97,2,5080.07,Employed,1
Male,72.4,15000.0,Working,0.0,Incomplete higher,Married,Cooking staff,1,House / apartment,Good,8335.75,0.0,0,1250.0,Retired,1
Female,47.8,68942.96,Working,24.5,Secondary / secondary special,Married,Laborers,0,House / apartment,Good,126253.84,0.0,0,5745.25,Employed,1
Male,35.1,52213.11,Working,8.9,Incomplete higher,Married,Waiters/barmen staff,0,House / apartment,Good,46959.39,53353.68,0,4351.09,Employed,1
Male,22.4,43860.2,Working,2.0,Secondary / secondary special,Separated,High skill tech staff,1,House / apartment,Good,65767.84,0.0,2,3655.02,Employed,1
Female,46.5,136411.47,Working,9.0,Secondary / secondary special,Married,Core staff,0,House / apartment,Good,26298.54,15185.19,0,11367.62,Employed,1
Female,63.3,34980.04,Working,23.2,Secondary / secondary special,Married,Medicine staff,1,House / apartment,Good,45074.82,22666.6,0,2915.0,Employed,1
Female,58.3,40073.16,Pensioner,0.0,Secondary / secondary special,Married,Laborers,0,House / apartment,Good,18307.46,0.0,0,3339.43,Retired,1
Female,20.9,132690.77,State servant,2.1,Secondary / secondary special,Single / not married,Managers,0,House / apartment,Good,168141.57,0.0,0,11057.56,Employed,1
Male,22.2,32337.06,Working,1.7,Secondary / secondary special,Married,Managers,0,House / apartment,Good,14204.44,13647.81,0,2694.76,Employed,1
Male,41.0,37232.69,Working,14.4,Secondary / secondary special,Married,Drivers,2,House / apartment,Good,42780.88,0.0,0,3102.72,Employed,1
Female,34.8,45546.42,Working,11.8,Secondary / secondary special,Married,Security staff,0,Office apartment,Good,16646.76,12045.76,4,3795.53,Employed,1
Male,31.2,74635.18,Commercial associate,9.4,Secondary / secondary special,Single / not married,Low-skill Laborers,0,House / apartment,Good,46862.21,10779.63,0,6219.6,Employed,1
Male,34.0,54388.13,Pensioner,0.0,Higher education,Widow,Realty agents,0,House / apartment,Good,83115.37,56397.03,3,4532.34,Retired,1
Male,63.8,25685.64,Working,2.1,Incomplete higher,Single / not married,IT staff,0,House / apartment,Bad,62775.33,47913.37,0,2140.47,Employed,0
Male,71.0,37568.29,Working,0.0,Higher education,Married,Laborers,2,With parents,Good,44257.08,24233.95,3,3130.69,Retired,1
Male,41.1,36182.21,Commercial associate,19.9,Secondary / secondary special,Civil marriage,Secretaries,0,House / apartment,Good,63290.53,27352.13,1,3015.18,Employed,1
Male,69.6,47164.16,Commercial associate,0.0,Secondary / secondary special,Married,Core staff,2,House / apartment,Good,65776.04,21766.89,2,3930.35,Retired,1
Male,36.3,60652.85,Working,8.4,Secondary / secondary special,Married,HR staff,0,House / apartment,Good,78609.67,82142.26,3,5054.4,Employed,1
Male,45.2,60421.66,Commercial associate,7.1,Secondary / secondary special,Married,Drivers,2,House / apartment,Good,15425.05,5649.81,1,5035.14,Employed,1
Female,30.9,20170.86,Working,3.1,Higher education,Married,Drivers,1,House / apartment,Good,9002.53,0.0,3,1680.9,Employed,1
Male,54.5,83447.29,Working,17.6,Secondary / secondary special,Single / not married,Core staff,1,House / apartment,Good,185197.79,82620.3,1,6953.94,Employed,1
Male,73.8,55619.24,Commercial associate,0.0,Secondary / secondary special,Married,Accountants,1,House / apartment,Good,60313.19,65165.58,2,4634.94,Retired,1
Female,52.4,97955.25,Pensioner,0.0,Secondary / secondary special,Married,Sales staff,0,House / apartment,Bad,154220.54,149322.75,0,8162.94,Retired,0
Male,38.4,61212.04,Working,18.1,Higher education,Married,IT staff,1,House / apartment,Good,83723.36,70422.16,3,5101.0,Employed,1
Female,54.9,85021.67,State servant,14.0,Incomplete higher,Married,Sales staff,0,House / apartment,Good,85813.88,40445.02,2,7085.14,Employed,1
Female,25.0,61899.83,Working,5.3,Secondary / secondary special,Married,Low-skill Laborers,0,House / apartment,Good,63803.85,46884.33,0,5158.32,Employed,1
Male,68.7,96096.95,Commercial associate,0.0,Incomplete higher,Married,Accountants,1,House / apartment,Good,137718.08,42607.68,1,8008.08,Retired,1
Male,46.7,63648.14,Working,2.8,Secondary / secondary special,Married,Sales staff,0,House / apartment,Good,27925.0,0.0,3,5304.01,Employed,1
Female,43.6,46678.66,Pensioner,0.0,Secondary / secondary special,Single / not married,Secretaries,2,House / apartment,Good,48052.03,21459.5,2,3889.89,Retired,1
Female,51.4,152697.99,Pensioner,0.0,Incomplete higher,Single / not married,Realty agents,0,House / apartment,Good,179075.26,78191.8,5,12724.83,Retired,1
Male,53.6,76459.66,Working,17.0,Incomplete higher,Single / not married,Cooking staff,0,House / apartment,Good,188419.76,176175.72,0,6371.64,Employed,0
Female,22.1,65308.16,State servant,4.1,Secondary / secondary special,Married,Accountants,3,House / apartment,Good,61617.69,65430.2,0,5442.35,Employed,1
Male,56.9,25896.1,Pensioner,0.0,Secondary / secondary special,Civil marriage,Security staff,1,House / apartment,Good,42650.61,12316.38,1,2158.01,Retired,1
Female,31.8,25741.15,Commercial associate,10.6,Secondary / secondary special,Separated,Drivers,1,House / apartment,Good,11063.47,53.13,0,2145.1,Employed,1
Male,58.7,56746.98,Working,8.4,Secondary / secondary special,Single / not married,Medicine staff,1,House / apartment,Good,14592.79,3641.53,0,4728.92,Employed,1
